type,type_encoded,Air_Temperature,Process_Temperature,Rotational_Speed,Torque,Tool_Wear,temp_difference,power,wear_degree,Machine_Failure_Type
M,2,300.7,309.7,1397.0,51.3,155.0,9.0,71666.09999999999,7951.5,none
L,1,300.8,309.7,1461.0,44.3,158.0,8.899999999999977,64722.299999999996,6999.4,none
M,2,300.7,309.6,1388.0,51.1,160.0,8.900000000000034,70926.8,8176.0,none
L,1,300.7,309.7,1507.0,52.4,163.0,9.0,78966.8,8541.199999999999,none
M,2,300.7,309.6,1421.0,49.8,165.0,8.900000000000034,70765.8,8217.0,none
M,2,300.8,309.7,1258.0,54.9,168.0,8.899999999999977,69064.2,9223.199999999999,none
M,2,300.8,309.7,1482.0,39.0,171.0,8.899999999999977,57798.0,6669.0,none
H,0,300.7,309.6,1403.0,51.3,174.0,8.900000000000034,71973.9,8926.199999999999,none
L,1,300.8,309.7,1373.0,45.4,179.0,8.899999999999977,62334.2,8126.599999999999,none
L,1,300.9,309.7,1460.0,42.1,181.0,8.800000000000011,61466.0,7620.1,none
M,2,300.8,309.7,1751.0,27.9,183.0,8.899999999999977,48852.899999999994,5105.7,none
M,2,300.8,309.6,1546.0,42.3,186.0,8.800000000000011,65395.799999999996,7867.799999999999,none
M,2,300.8,309.7,1680.0,28.2,189.0,8.899999999999977,47376.0,5329.8,none
M,2,300.9,309.7,1394.0,48.8,192.0,8.800000000000011,68027.2,9369.599999999999,none
L,1,300.7,309.6,1810.0,26.0,195.0,8.900000000000034,47060.0,5070.0,none
L,1,300.7,309.5,1479.0,34.5,197.0,8.800000000000011,51025.5,6796.5,none
L,1,300.9,309.7,1431.0,41.4,199.0,8.800000000000011,59243.4,8238.6,none
L,1,300.9,309.7,2355.0,14.4,201.0,8.800000000000011,33912.0,2894.4,none
M,2,300.7,309.6,1996.0,19.8,203.0,8.900000000000034,39520.8,4019.4,TWF
L,1,300.7,309.5,1461.0,49.9,0.0,8.800000000000011,72903.9,0.0,none
H,0,300.7,309.5,2007.0,19.7,2.0,8.800000000000011,39537.9,39.4,none
L,1,300.7,309.6,1505.0,34.9,7.0,8.900000000000034,52524.5,244.29999999999998,none
H,0,300.7,309.6,1925.0,20.5,9.0,8.900000000000034,39462.5,184.5,none
M,2,300.7,309.5,1622.0,30.5,14.0,8.800000000000011,49471.0,427.0,none
L,1,300.7,309.5,1592.0,29.0,17.0,8.800000000000011,46168.0,493.0,none
L,1,300.7,309.5,1850.0,24.5,19.0,8.800000000000011,45325.0,465.5,none
M,2,300.7,309.5,1470.0,48.7,21.0,8.800000000000011,71589.0,1022.7,none
M,2,300.7,309.5,1445.0,46.4,24.0,8.800000000000011,67048.0,1113.6,none
L,1,300.7,309.5,1685.0,31.1,27.0,8.800000000000011,52403.5,839.7,none
H,0,300.7,309.5,1667.0,30.5,29.0,8.800000000000011,50843.5,884.5,none
L,1,300.7,309.5,1578.0,35.4,34.0,8.800000000000011,55861.2,1203.6,none
H,0,300.6,309.4,1691.0,28.0,36.0,8.799999999999955,47348.0,1008.0,none
M,2,300.7,309.5,1439.0,43.8,41.0,8.800000000000011,63028.2,1795.8,none
M,2,300.8,309.6,1404.0,38.7,44.0,8.800000000000011,54334.8,1702.8000000000002,none
L,1,300.8,309.6,1498.0,45.8,47.0,8.800000000000011,68608.4,2152.6,none
M,2,300.8,309.5,1481.0,44.5,49.0,8.699999999999989,65904.5,2180.5,none
M,2,300.7,309.4,1589.0,35.0,52.0,8.699999999999989,55615.0,1820.0,none
L,1,300.7,309.5,1467.0,44.3,55.0,8.800000000000011,64988.1,2436.5,none
L,1,300.6,309.4,1654.0,32.8,57.0,8.799999999999955,54251.2,1869.6,none
L,1,300.7,309.5,1508.0,39.9,59.0,8.800000000000011,60169.2,2354.1,none
M,2,300.7,309.6,1439.0,43.0,61.0,8.900000000000034,61877.0,2623.0,none
L,1,300.7,309.5,1692.0,30.3,64.0,8.800000000000011,51267.6,1939.2,none
M,2,300.7,309.5,1838.0,24.9,66.0,8.800000000000011,45766.2,1643.3999999999999,none
L,1,300.6,309.3,1601.0,40.2,69.0,8.699999999999989,64360.200000000004,2773.8,none
L,1,300.6,309.4,1369.0,51.6,71.0,8.799999999999955,70640.40000000001,3663.6,none
M,2,300.6,309.4,1312.0,45.2,73.0,8.799999999999955,59302.4,3299.6000000000004,none
L,1,300.6,309.4,1468.0,44.1,76.0,8.799999999999955,64738.8,3351.6,none
M,2,300.6,309.4,1452.0,39.4,78.0,8.799999999999955,57208.799999999996,3073.2,none
M,2,300.7,309.5,1393.0,43.9,81.0,8.800000000000011,61152.7,3555.9,none
M,2,300.6,309.4,1432.0,44.2,84.0,8.799999999999955,63294.4,3712.8,none
M,2,300.6,309.3,1510.0,46.0,87.0,8.699999999999989,69460.0,4002.0,none
M,2,300.6,309.4,1521.0,37.2,90.0,8.799999999999955,56581.200000000004,3348.0000000000005,none
H,0,300.5,309.4,1360.0,46.2,93.0,8.899999999999977,62832.00000000001,4296.6,none
M,2,300.5,309.3,1881.0,25.5,98.0,8.800000000000011,47965.5,2499.0,none
L,1,300.4,309.3,1413.0,50.3,101.0,8.900000000000034,71073.9,5080.299999999999,none
H,0,300.5,309.4,1642.0,36.2,103.0,8.899999999999977,59440.4,3728.6000000000004,none
L,1,300.5,309.5,1542.0,38.5,108.0,9.0,59367.0,4158.0,none
L,1,300.4,309.5,1447.0,39.3,110.0,9.100000000000023,56867.1,4323.0,none
H,0,300.4,309.4,1530.0,40.4,112.0,9.0,61812.0,4524.8,none
L,1,300.5,309.5,1795.0,27.7,117.0,9.0,49721.5,3240.9,none
L,1,300.6,309.6,1290.0,57.4,119.0,9.0,74046.0,6830.599999999999,none
L,1,300.6,309.7,1639.0,30.4,121.0,9.099999999999966,49825.6,3678.3999999999996,none
L,1,300.7,309.8,1596.0,31.5,123.0,9.100000000000023,50274.0,3874.5,none
L,1,300.6,309.8,1455.0,48.0,125.0,9.199999999999989,69840.0,6000.0,none
M,2,300.6,309.8,1659.0,28.9,127.0,9.199999999999989,47945.1,3670.2999999999997,none
M,2,300.6,309.8,1532.0,42.5,130.0,9.199999999999989,65110.0,5525.0,none
L,1,300.6,309.8,1502.0,42.4,133.0,9.199999999999989,63684.799999999996,5639.2,none
L,1,300.6,309.8,1688.0,28.6,135.0,9.199999999999989,48276.8,3861.0,none
M,2,300.5,309.7,1341.0,50.9,137.0,9.199999999999989,68256.9,6973.3,none
M,2,300.5,309.7,1685.0,29.4,140.0,9.199999999999989,49539.0,4116.0,none
M,2,300.5,309.8,1370.0,55.9,143.0,9.300000000000011,76583.0,7993.7,none
L,1,300.5,309.8,1461.0,52.5,146.0,9.300000000000011,76702.5,7665.0,none
L,1,300.5,309.8,1550.0,37.4,148.0,9.300000000000011,57970.0,5535.2,none
M,2,300.5,309.8,1508.0,37.8,150.0,9.300000000000011,57002.399999999994,5670.0,none
L,1,300.5,309.8,1345.0,62.7,153.0,9.300000000000011,84331.5,9593.1,none
L,1,300.5,309.7,1616.0,34.5,155.0,9.199999999999989,55752.0,5347.5,none
L,1,300.5,309.7,1395.0,61.0,157.0,9.199999999999989,85095.0,9577.0,none
H,0,300.5,309.8,1324.0,72.8,159.0,9.300000000000011,96387.2,11575.199999999999,PWF
L,1,300.5,309.8,1445.0,43.9,164.0,9.300000000000011,63435.5,7199.599999999999,none
M,2,300.5,309.8,1555.0,38.9,166.0,9.300000000000011,60489.5,6457.4,none
M,2,300.6,309.9,1449.0,42.4,169.0,9.299999999999955,61437.6,7165.599999999999,none
M,2,300.5,309.9,1466.0,53.2,172.0,9.399999999999977,77991.2,9150.4,none
L,1,300.5,309.9,1503.0,37.4,175.0,9.399999999999977,56212.2,6545.0,none
L,1,300.4,309.7,1488.0,35.7,177.0,9.300000000000011,53121.600000000006,6318.900000000001,none
L,1,300.4,309.7,1314.0,50.2,179.0,9.300000000000011,65962.8,8985.800000000001,none
M,2,300.4,309.7,1547.0,38.0,181.0,9.300000000000011,58786.0,6878.0,none
M,2,300.4,309.7,1466.0,39.8,184.0,9.300000000000011,58346.799999999996,7323.2,none
L,1,300.3,309.6,1537.0,37.1,187.0,9.300000000000011,57022.700000000004,6937.7,none
M,2,300.2,309.5,1434.0,51.5,189.0,9.300000000000011,73851.0,9733.5,none
L,1,300.4,309.6,1432.0,44.7,192.0,9.200000000000045,64010.4,8582.400000000001,none
L,1,300.5,309.6,1390.0,48.4,194.0,9.100000000000023,67276.0,9389.6,none
L,1,300.5,309.7,1580.0,42.8,196.0,9.199999999999989,67624.0,8388.8,none
L,1,300.5,309.7,1589.0,30.5,198.0,9.199999999999989,48464.5,6039.0,none
L,1,300.5,309.8,1441.0,48.8,200.0,9.300000000000011,70320.8,9760.0,none
L,1,300.5,309.8,1305.0,51.7,202.0,9.300000000000011,67468.5,10443.400000000001,none
M,2,300.5,309.8,1566.0,35.9,204.0,9.300000000000011,56219.399999999994,7323.599999999999,none
L,1,300.5,309.8,1379.0,54.2,207.0,9.300000000000011,74741.8,11219.400000000001,OSF
L,1,300.4,309.6,1543.0,38.1,209.0,9.200000000000045,58788.3,7962.900000000001,none
L,1,300.5,309.8,1421.0,49.6,211.0,9.300000000000011,70481.6,10465.6,none
L,1,300.5,309.6,1760.0,30.6,213.0,9.100000000000023,53856.0,6517.8,none
L,1,300.4,309.5,1711.0,29.2,215.0,9.100000000000023,49961.2,6278.0,none
L,1,300.5,309.6,1465.0,41.6,217.0,9.100000000000023,60944.0,9027.2,none
L,1,300.5,309.6,1366.0,50.2,219.0,9.100000000000023,68573.2,10993.800000000001,none
M,2,300.4,309.5,1888.0,21.9,221.0,9.100000000000023,41347.2,4839.9,none
L,1,300.5,309.5,1777.0,23.6,0.0,9.0,41937.200000000004,0.0,none
L,1,300.5,309.5,1379.0,55.6,2.0,9.0,76672.40000000001,111.2,none
L,1,300.4,309.5,1525.0,51.3,4.0,9.100000000000023,78232.5,205.2,none
M,2,300.4,309.6,1563.0,34.0,6.0,9.200000000000045,53142.0,204.0,none
M,2,300.5,309.7,1389.0,43.3,9.0,9.199999999999989,60143.7,389.7,none
M,2,300.6,309.8,1447.0,42.9,12.0,9.199999999999989,62076.299999999996,514.8,none
M,2,300.6,309.7,1934.0,22.8,15.0,9.099999999999966,44095.200000000004,342.0,none
H,0,300.6,309.7,1470.0,43.8,18.0,9.099999999999966,64385.99999999999,788.4,none
M,2,300.6,309.7,1428.0,42.6,23.0,9.099999999999966,60832.8,979.8000000000001,none
L,1,300.4,309.6,1319.0,48.1,26.0,9.200000000000045,63443.9,1250.6000000000001,none
L,1,300.5,309.7,1887.0,24.3,28.0,9.199999999999989,45854.1,680.4,none
L,1,300.4,309.5,1349.0,50.4,30.0,9.100000000000023,67989.59999999999,1512.0,none
M,2,300.3,309.5,1665.0,31.4,32.0,9.199999999999989,52281.0,1004.8,none
L,1,300.3,309.5,1474.0,38.7,35.0,9.199999999999989,57043.8,1354.5,none
L,1,300.4,309.5,1543.0,38.9,37.0,9.100000000000023,60022.7,1439.3,none
M,2,300.2,309.4,1459.0,43.9,39.0,9.199999999999989,64050.1,1712.1,none
L,1,300.3,309.5,1551.0,37.9,42.0,9.199999999999989,58782.899999999994,1591.8,none
L,1,300.2,309.4,1981.0,21.4,44.0,9.199999999999989,42393.399999999994,941.5999999999999,none
L,1,300.2,309.4,1526.0,35.3,46.0,9.199999999999989,53867.799999999996,1623.8,none
M,2,300.2,309.4,1501.0,40.0,48.0,9.199999999999989,60040.0,1920.0,none
L,1,300.2,309.4,1558.0,38.3,51.0,9.199999999999989,59671.399999999994,1953.3,none
L,1,300.2,309.3,1532.0,43.2,53.0,9.100000000000023,66182.40000000001,2289.6000000000004,none
L,1,300.1,309.2,1326.0,55.9,55.0,9.099999999999966,74123.4,3074.5,none
L,1,300.2,309.2,1431.0,51.3,57.0,9.0,73410.3,2924.1,none
L,1,300.2,309.3,1366.0,49.3,59.0,9.100000000000023,67343.8,2908.7,none
L,1,300.1,309.2,1421.0,42.5,61.0,9.099999999999966,60392.5,2592.5,none
H,0,300.2,309.3,1506.0,35.6,63.0,9.100000000000023,53613.6,2242.8,none
H,0,300.2,309.3,1342.0,48.7,68.0,9.100000000000023,65355.4,3311.6000000000004,none
L,1,300.1,309.2,1427.0,37.6,73.0,9.099999999999966,53655.200000000004,2744.8,none
L,1,300.2,309.2,1667.0,29.9,75.0,9.0,49843.299999999996,2242.5,none
L,1,300.1,309.1,1400.0,46.7,77.0,9.0,65380.00000000001,3595.9,none
L,1,300.0,309.0,1709.0,32.1,79.0,9.0,54858.9,2535.9,none
M,2,300.0,309.0,1368.0,45.8,81.0,9.0,62654.399999999994,3709.7999999999997,none
L,1,300.0,309.1,1882.0,23.8,84.0,9.100000000000023,44791.6,1999.2,none
L,1,300.1,309.1,1353.0,58.7,86.0,9.0,79421.1,5048.2,none
L,1,299.9,309.0,1553.0,40.0,88.0,9.100000000000023,62120.0,3520.0,none
L,1,300.0,309.1,1431.0,45.4,90.0,9.100000000000023,64967.4,4086.0,none
M,2,300.1,309.1,1731.0,30.4,92.0,9.0,52622.399999999994,2796.7999999999997,none
M,2,300.1,309.2,1687.0,27.7,95.0,9.099999999999966,46729.9,2631.5,RNF
M,2,300.1,309.2,1457.0,44.3,98.0,9.099999999999966,64545.1,4341.4,none
L,1,300.1,309.2,1533.0,37.0,101.0,9.099999999999966,56721.0,3737.0,none
H,0,300.0,309.0,1622.0,31.8,103.0,9.0,51579.6,3275.4,none
L,1,300.0,309.1,1791.0,28.2,108.0,9.100000000000023,50506.2,3045.6,none
L,1,300.0,309.1,1631.0,28.3,110.0,9.100000000000023,46157.3,3113.0,none
L,1,300.0,309.0,2174.0,16.9,112.0,9.0,36740.6,1892.7999999999997,none
L,1,300.1,309.0,1314.0,58.2,114.0,8.899999999999977,76474.8,6634.8,none
L,1,300.1,309.1,1478.0,46.9,116.0,9.0,69318.2,5440.4,none
L,1,300.1,309.2,1783.0,27.3,118.0,9.099999999999966,48675.9,3221.4,none
M,2,300.1,309.2,1385.0,46.1,120.0,9.099999999999966,63848.5,5532.0,none
L,1,300.0,309.2,1444.0,43.6,123.0,9.199999999999989,62958.4,5362.8,none
L,1,300.1,309.3,1841.0,23.0,125.0,9.199999999999989,42343.0,2875.0,none
M,2,300.1,309.4,1349.0,56.2,127.0,9.299999999999955,75813.8,7137.400000000001,none
L,1,300.1,309.3,1340.0,56.0,130.0,9.199999999999989,75040.0,7280.0,none
M,2,299.9,309.2,1539.0,43.2,132.0,9.300000000000011,66484.8,5702.400000000001,none
M,2,300.0,309.3,1932.0,21.8,135.0,9.300000000000011,42117.6,2943.0,none
M,2,300.0,309.3,1407.0,43.9,138.0,9.300000000000011,61767.299999999996,6058.2,none
L,1,300.1,309.3,1712.0,28.5,141.0,9.199999999999989,48792.0,4018.5,none
H,0,300.1,309.4,1329.0,55.2,143.0,9.299999999999955,73360.8,7893.6,none
L,1,300.1,309.2,1441.0,42.9,148.0,9.099999999999966,61818.9,6349.2,none
L,1,300.0,309.2,1610.0,32.1,150.0,9.199999999999989,51681.0,4815.0,none
M,2,300.0,309.1,1474.0,45.2,152.0,9.100000000000023,66624.8,6870.400000000001,none
M,2,300.0,309.1,1624.0,30.8,155.0,9.100000000000023,50019.200000000004,4774.0,none
H,0,300.1,309.3,1520.0,38.2,158.0,9.199999999999989,58064.00000000001,6035.6,none
H,0,300.1,309.3,1448.0,45.8,163.0,9.199999999999989,66318.4,7465.4,none
L,1,300.0,309.3,1558.0,29.7,168.0,9.300000000000011,46272.6,4989.599999999999,none
M,2,300.0,309.3,2293.0,16.3,170.0,9.300000000000011,37375.9,2771.0,none
L,1,300.0,309.3,1397.0,51.2,173.0,9.300000000000011,71526.40000000001,8857.6,none
L,1,300.0,309.3,1972.0,22.0,175.0,9.300000000000011,43384.0,3850.0,none
M,2,299.9,309.2,1574.0,36.5,177.0,9.300000000000011,57451.0,6460.5,none
L,1,299.9,309.2,1560.0,38.9,180.0,9.300000000000011,60684.0,7002.0,none
M,2,299.9,309.2,1353.0,49.8,182.0,9.300000000000011,67379.4,9063.6,none
M,2,299.9,309.2,1389.0,51.2,185.0,9.300000000000011,71116.8,9472.0,none
M,2,299.9,309.1,1513.0,43.8,188.0,9.200000000000045,66269.4,8234.4,none
L,1,299.8,309.1,1578.0,42.1,191.0,9.300000000000011,66433.8,8041.1,none
H,0,299.8,309.0,1467.0,37.3,193.0,9.199999999999989,54719.1,7198.9,none
L,1,299.9,309.1,1412.0,48.3,198.0,9.200000000000045,68199.59999999999,9563.4,none
L,1,299.8,309.1,1668.0,30.3,200.0,9.300000000000011,50540.4,6060.0,none
M,2,299.8,309.2,1678.0,29.8,202.0,9.399999999999977,50004.4,6019.6,none
L,1,299.8,309.1,1612.0,35.4,205.0,9.300000000000011,57064.799999999996,7257.0,none
L,1,299.8,309.1,1485.0,39.9,207.0,9.300000000000011,59251.5,8259.3,none
M,2,299.8,309.1,1456.0,39.4,209.0,9.300000000000011,57366.4,8234.6,none
L,1,299.8,309.2,1504.0,38.7,212.0,9.399999999999977,58204.8,8204.400000000001,none
L,1,299.9,309.2,1491.0,44.3,214.0,9.300000000000011,66051.3,9480.199999999999,none
H,0,299.9,309.2,1525.0,33.2,0.0,9.300000000000011,50630.00000000001,0.0,none
L,1,300.0,309.2,1759.0,27.9,5.0,9.199999999999989,49076.1,139.5,none
M,2,299.8,309.1,1355.0,56.7,7.0,9.300000000000011,76828.5,396.90000000000003,none
M,2,299.9,309.1,1345.0,56.8,10.0,9.200000000000045,76396.0,568.0,none
M,2,299.9,309.2,1683.0,30.5,13.0,9.300000000000011,51331.5,396.5,none
L,1,299.9,309.2,1658.0,34.8,16.0,9.300000000000011,57698.399999999994,556.8,none
L,1,300.0,309.2,1566.0,34.4,18.0,9.199999999999989,53870.399999999994,619.1999999999999,none
M,2,300.1,309.3,1469.0,43.9,20.0,9.199999999999989,64489.1,878.0,none
M,2,300.2,309.5,1458.0,46.9,23.0,9.300000000000011,68380.2,1078.7,none
L,1,300.1,309.4,1858.0,23.6,26.0,9.299999999999955,43848.8,613.6,none
H,0,300.1,309.4,1563.0,40.8,28.0,9.299999999999955,63770.399999999994,1142.3999999999999,none
L,1,300.1,309.4,2141.0,17.9,33.0,9.299999999999955,38323.899999999994,590.6999999999999,none
L,1,300.0,309.3,1473.0,46.0,35.0,9.300000000000011,67758.0,1610.0,none
H,0,300.0,309.4,1498.0,38.5,37.0,9.399999999999977,57673.0,1424.5,none
L,1,300.1,309.4,1568.0,39.7,42.0,9.299999999999955,62249.600000000006,1667.4,none
L,1,300.1,309.4,1694.0,27.4,44.0,9.299999999999955,46415.6,1205.6,none
L,1,300.0,309.4,1499.0,35.7,46.0,9.399999999999977,53514.3,1642.2,none
L,1,300.0,309.5,1717.0,28.3,48.0,9.5,48591.1,1358.4,none
M,2,300.1,309.5,1462.0,42.8,50.0,9.399999999999977,62573.6,2140.0,none
L,1,300.1,309.6,1642.0,34.5,53.0,9.5,56649.0,1828.5,none
L,1,300.1,309.6,1760.0,25.4,55.0,9.5,44704.0,1397.0,none
L,1,300.1,309.5,1660.0,32.7,57.0,9.399999999999977,54282.00000000001,1863.9,none
L,1,300.1,309.5,1557.0,40.6,59.0,9.399999999999977,63214.200000000004,2395.4,none
H,0,300.2,309.6,1442.0,49.2,61.0,9.400000000000034,70946.40000000001,3001.2000000000003,none
L,1,300.2,309.6,1359.0,51.5,66.0,9.400000000000034,69988.5,3399.0,none
L,1,300.4,309.8,1342.0,52.5,68.0,9.400000000000034,70455.0,3570.0,none
L,1,300.4,309.9,1435.0,54.8,70.0,9.5,78638.0,3836.0,none
L,1,300.4,309.9,1567.0,36.5,72.0,9.5,57195.5,2628.0,none
L,1,300.4,309.9,1376.0,43.5,74.0,9.5,59856.0,3219.0,none
H,0,300.4,309.9,1513.0,38.7,76.0,9.5,58553.100000000006,2941.2000000000003,none
H,0,300.4,309.9,2563.0,12.8,81.0,9.5,32806.4,1036.8,PWF
L,1,300.5,310.0,1521.0,45.1,86.0,9.5,68597.1,3878.6,none
L,1,300.6,310.0,1658.0,34.7,88.0,9.399999999999977,57532.600000000006,3053.6000000000004,none
H,0,300.6,310.0,1419.0,42.4,90.0,9.399999999999977,60165.6,3816.0,none
M,2,300.6,310.0,1478.0,36.3,95.0,9.399999999999977,53651.399999999994,3448.4999999999995,none
M,2,300.5,310.0,1415.0,43.5,98.0,9.5,61552.5,4263.0,none
M,2,300.5,309.9,1780.0,26.5,101.0,9.399999999999977,47170.0,2676.5,none
M,2,300.4,309.7,1440.0,42.8,104.0,9.300000000000011,61631.99999999999,4451.2,none
H,0,300.4,309.8,1448.0,39.7,107.0,9.400000000000034,57485.600000000006,4247.900000000001,none
H,0,300.4,309.7,1500.0,35.2,112.0,9.300000000000011,52800.00000000001,3942.4000000000005,none
L,1,300.4,309.8,1513.0,32.9,117.0,9.400000000000034,49777.7,3849.2999999999997,none
L,1,300.5,309.8,1428.0,43.8,119.0,9.300000000000011,62546.399999999994,5212.2,none
M,2,300.5,309.8,1473.0,42.3,121.0,9.300000000000011,62307.899999999994,5118.299999999999,none
M,2,300.5,309.9,1483.0,49.3,124.0,9.399999999999977,73111.9,6113.2,none
L,1,300.4,309.7,1534.0,42.5,127.0,9.300000000000011,65195.0,5397.5,none
L,1,300.5,309.8,1367.0,54.0,129.0,9.300000000000011,73818.0,6966.0,none
L,1,300.4,309.7,1467.0,36.9,131.0,9.300000000000011,54132.299999999996,4833.9,none
M,2,300.4,309.7,1488.0,42.2,133.0,9.300000000000011,62793.600000000006,5612.6,none
L,1,300.4,309.7,1679.0,30.1,136.0,9.300000000000011,50537.9,4093.6000000000004,none
H,0,300.4,309.8,1409.0,47.5,138.0,9.400000000000034,66927.5,6555.0,none
M,2,300.4,309.7,1367.0,51.2,143.0,9.300000000000011,69990.40000000001,7321.6,none
L,1,300.4,309.8,1314.0,63.1,146.0,9.400000000000034,82913.40000000001,9212.6,none
L,1,300.5,309.9,1480.0,40.0,148.0,9.399999999999977,59200.0,5920.0,none
L,1,300.4,309.8,1549.0,38.9,150.0,9.400000000000034,60256.1,5835.0,none
L,1,300.4,309.7,1685.0,31.3,152.0,9.300000000000011,52740.5,4757.6,none
L,1,300.4,309.6,1536.0,34.5,154.0,9.200000000000045,52992.0,5313.0,none
M,2,300.4,309.7,1539.0,37.7,156.0,9.300000000000011,58020.3,5881.200000000001,none
L,1,300.4,309.7,1384.0,45.1,159.0,9.300000000000011,62418.4,7170.900000000001,none
M,2,300.4,309.6,1614.0,30.3,161.0,9.200000000000045,48904.200000000004,4878.3,none
M,2,300.4,309.6,1675.0,35.5,164.0,9.200000000000045,59462.5,5822.0,none
M,2,300.4,309.7,1685.0,32.3,167.0,9.300000000000011,54425.49999999999,5394.099999999999,none
L,1,300.4,309.6,1386.0,56.9,170.0,9.200000000000045,78863.4,9673.0,none
M,2,300.3,309.6,1488.0,41.3,172.0,9.300000000000011,61454.399999999994,7103.599999999999,none
L,1,300.3,309.6,1624.0,32.6,175.0,9.300000000000011,52942.4,5705.0,none
L,1,300.3,309.6,1600.0,34.6,177.0,9.300000000000011,55360.0,6124.2,none
L,1,300.3,309.6,1468.0,44.7,179.0,9.300000000000011,65619.6,8001.3,none
L,1,300.3,309.6,1435.0,45.4,181.0,9.300000000000011,65149.0,8217.4,none
M,2,300.2,309.5,1564.0,33.4,183.0,9.300000000000011,52237.6,6112.2,none
M,2,300.2,309.4,1329.0,53.6,186.0,9.199999999999989,71234.40000000001,9969.6,none
L,1,300.1,309.3,1570.0,36.8,189.0,9.199999999999989,57775.99999999999,6955.2,none
M,2,300.2,309.4,1433.0,48.8,191.0,9.199999999999989,69930.4,9320.8,none
L,1,300.2,309.4,1527.0,37.0,194.0,9.199999999999989,56499.0,7178.0,none
M,2,300.1,309.3,1443.0,50.3,196.0,9.199999999999989,72582.9,9858.8,none
L,1,300.1,309.3,1616.0,32.0,199.0,9.199999999999989,51712.0,6368.0,none
L,1,300.1,309.3,1654.0,31.0,201.0,9.199999999999989,51274.0,6231.0,none
L,1,300.1,309.3,1685.0,27.1,203.0,9.199999999999989,45663.5,5501.3,none
M,2,300.2,309.4,1456.0,48.8,205.0,9.199999999999989,71052.8,10004.0,none
M,2,300.2,309.4,1752.0,27.8,208.0,9.199999999999989,48705.6,5782.400000000001,none
M,2,300.1,309.2,1438.0,51.0,211.0,9.099999999999966,73338.0,10761.0,none
L,1,300.1,309.1,1551.0,33.7,214.0,9.0,52268.700000000004,7211.8,none
L,1,300.1,309.2,1599.0,30.1,216.0,9.099999999999966,48129.9,6501.6,none
M,2,300.1,309.2,1732.0,33.7,218.0,9.099999999999966,58368.4,7346.6,none
M,2,300.1,309.2,1418.0,39.8,221.0,9.099999999999966,56436.399999999994,8795.8,none
L,1,300.0,309.1,1401.0,44.5,0.0,9.100000000000023,62344.5,0.0,none
L,1,300.0,309.0,1454.0,51.7,2.0,9.0,75171.8,103.4,none
M,2,300.0,309.2,1635.0,32.4,4.0,9.199999999999989,52974.0,129.6,none
L,1,300.0,309.1,1489.0,40.3,7.0,9.100000000000023,60006.7,282.09999999999997,none
L,1,300.0,309.1,1465.0,40.6,9.0,9.100000000000023,59479.0,365.40000000000003,none
M,2,300.0,309.1,1463.0,45.7,11.0,9.100000000000023,66859.1,502.70000000000005,none
H,0,300.1,309.1,1560.0,35.4,14.0,9.0,55224.0,495.59999999999997,none
M,2,300.1,309.2,1454.0,44.4,19.0,9.099999999999966,64557.6,843.6,none
L,1,300.2,309.1,1479.0,47.0,22.0,8.900000000000034,69513.0,1034.0,none
L,1,300.2,309.2,1430.0,43.4,24.0,9.0,62062.0,1041.6,none
M,2,300.1,309.1,1533.0,38.0,26.0,9.0,58254.0,988.0,none
L,1,300.1,309.0,1404.0,54.8,29.0,8.899999999999977,76939.2,1589.1999999999998,none
M,2,300.1,308.9,1548.0,38.4,31.0,8.799999999999955,59443.2,1190.3999999999999,none
M,2,300.1,309.0,1612.0,33.0,34.0,8.899999999999977,53196.0,1122.0,none
M,2,300.2,309.0,1642.0,31.2,37.0,8.800000000000011,51230.4,1154.3999999999999,none
M,2,300.2,309.1,1406.0,42.2,40.0,8.900000000000034,59333.200000000004,1688.0,none
L,1,300.3,309.2,1587.0,31.4,43.0,8.899999999999977,49831.799999999996,1350.2,none
M,2,300.3,309.2,1364.0,47.6,45.0,8.899999999999977,64926.4,2142.0,none
L,1,300.3,309.2,1462.0,51.4,48.0,8.899999999999977,75146.8,2467.2,none
L,1,300.3,309.2,1649.0,32.4,50.0,8.899999999999977,53427.6,1620.0,none
L,1,300.4,309.2,1752.0,29.0,52.0,8.800000000000011,50808.0,1508.0,none
H,0,300.4,309.3,1396.0,51.2,54.0,8.900000000000034,71475.2,2764.8,none
M,2,300.5,309.4,2179.0,16.3,59.0,8.899999999999977,35517.700000000004,961.7,none
L,1,300.5,309.5,1653.0,27.6,62.0,9.0,45622.8,1711.2,none
L,1,300.6,309.5,2025.0,21.4,64.0,8.899999999999977,43335.0,1369.6,none
L,1,300.6,309.6,1426.0,53.6,66.0,9.0,76433.6,3537.6,none
M,2,300.6,309.6,1503.0,38.4,68.0,9.0,57715.2,2611.2,none
M,2,300.7,309.6,1525.0,36.5,71.0,8.900000000000034,55662.5,2591.5,none
L,1,300.6,309.6,1423.0,49.1,74.0,9.0,69869.3,3633.4,none
M,2,300.7,309.7,1435.0,44.7,76.0,9.0,64144.50000000001,3397.2000000000003,none
H,0,300.6,309.5,1495.0,36.5,79.0,8.899999999999977,54567.5,2883.5,none
M,2,300.6,309.5,1557.0,33.8,84.0,8.899999999999977,52626.6,2839.2,none
L,1,300.6,309.4,1474.0,40.7,87.0,8.799999999999955,59991.8,3540.9,none
